image_id,split,label,source_label_dir,file_path,file_name,file_ext,file_size_bytes,sha256,is_readable,width,height,aspect_ratio,mode,perceptual_hash,error,ingested_at_utc
5ef706fe1f8f6899,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/0221.JPEG,0221.JPEG,.jpeg,6096,5db1d1820e0cecd177ffc0b09bf4d13edeb74a4c374c2b14b28b5281a5fc789b,True,275,183,1.5027322404371584,RGB,7ffe7f0f0f030000,,2026-04-07T17:08:59+00:00
78d6c0c82d3e8777,heldout_test,severe,03-severe,/Users/wangzhuoran/Desktop/COGS 109 project/validation/03-severe/0030.JPEG,0030.JPEG,.jpeg,9129,687a1a2aebcd8c0f5d8b2be340f7bd11018248a649aecfb2e66c9e551efb6943,True,275,183,1.5027322404371584,RGB,faf1e0f002f2c000,,2026-04-07T17:08:59+00:00
83bb2afa9a86096e,heldout_test,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/validation/01-minor/0004.JPEG,0004.JPEG,.jpeg,8465,6f3372296185251320a5a020b53e78855d77ec15bfd013aa43cc7858fa045eaa,True,259,194,1.3350515463917525,RGB,f0b0c1c083170707,,2026-04-07T17:08:59+00:00
7f7acb13b469aecd,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/0263.JPEG,0263.JPEG,.jpeg,8465,6f3372296185251320a5a020b53e78855d77ec15bfd013aa43cc7858fa045eaa,True,259,194,1.3350515463917525,RGB,f0b0c1c083170707,,2026-04-07T17:08:59+00:00
cfbf6f65ce94adf3,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/0299.JPEG,0299.JPEG,.jpeg,10138,763dd7021d15528a7fa8b85dcde70ce862dd39a3d9c1308fb34782e643ba53ad,True,259,194,1.3350515463917525,RGB,ffff7b010100e0e0,,2026-04-07T17:08:59+00:00
43fc5adf99f83400,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/0258.JPEG,0258.JPEG,.jpeg,8002,7708c5f4c4b2c7e5856ced111a0719a8258c5173f2c9794e5bcca74b6d31e9cf,True,275,183,1.5027322404371584,RGB,1fbf3f7930200700,,2026-04-07T17:08:59+00:00
8c0113f11326cc0c,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/0209.JPEG,0209.JPEG,.jpeg,10319,90cdc8a44290b3dc52aeaffbd20193e63b9538c0de348d1320a374628921fc1e,True,259,194,1.3350515463917525,RGB,ffff7b010100e0e0,,2026-04-07T17:08:59+00:00
59843d52d0047484,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/images (51).jpeg,images (51).jpeg,.jpeg,7844,91a3bd503564c188b4a4e5ca93e98346dda79e517c94ac19e7071828e263daf8,True,284,177,1.6045197740112995,RGB,1fbf3f7930200700,,2026-04-07T17:08:59+00:00
d8c28cfa45e2144f,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/images (96).jpeg,images (96).jpeg,.jpeg,9953,94959db1e7f9453b316028840b47c2fe04b6c425120c7cace7dd33404bbb0abb,True,275,183,1.5027322404371584,RGB,787ce4fe3e1e0000,,2026-04-07T17:08:59+00:00
72d5b5698f6ed952,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/images (27).jpeg,images (27).jpeg,.jpeg,6652,99244492524b5d29bbb12296a1bc96232067c666eff720c471971af6afd422ee,True,275,183,1.5027322404371584,RGB,e32b737f3f1f1e18,,2026-04-07T17:08:59+00:00
661bec1c693d3281,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/0009.JPEG,0009.JPEG,.jpeg,8272,b829b95aba463fcdc70e14f69efac2f880da91aebfd9c5994f65c94b5247e1c3,True,275,183,1.5027322404371584,RGB,317e3ffffb000000,,2026-04-07T17:08:59+00:00
97dfee55ffe04e46,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/0016.JPEG,0016.JPEG,.jpeg,6559,d59ccbfc77c288288b32595b11ed1a6994aa9d742b65b307de7f0582faa756a8,True,290,174,1.6666666666666667,RGB,3c7810a3e7fce080,,2026-04-07T17:08:59+00:00
b26ece09564c2bea,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/0109.JPEG,0109.JPEG,.jpeg,6559,d59ccbfc77c288288b32595b11ed1a6994aa9d742b65b307de7f0582faa756a8,True,290,174,1.6666666666666667,RGB,3c7810a3e7fce080,,2026-04-07T17:08:59+00:00
74f2042bc046f4df,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/0071.JPEG,0071.JPEG,.jpeg,10860,d8402c573a76d4919d2748b6a1942296fbe0868a166148cbe823bd1e5267ea44,True,259,195,1.3282051282051281,RGB,0f1331f8e1e387ff,,2026-04-07T17:08:59+00:00
37d89b9082985385,train,moderate,02-moderate,/Users/wangzhuoran/Desktop/COGS 109 project/training/02-moderate/images (112).jpeg,images (112).jpeg,.jpeg,10860,d8402c573a76d4919d2748b6a1942296fbe0868a166148cbe823bd1e5267ea44,True,259,195,1.3282051282051281,RGB,0f1331f8e1e387ff,,2026-04-07T17:08:59+00:00
4dda880a6d6a55de,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/0014.JPEG,0014.JPEG,.jpeg,7334,e0d9d47793e0785aecd7508b9f554ee854b98ef5077ec03fbf5be328c3941ac7,True,275,183,1.5027322404371584,RGB,ffff3c1e0d464080,,2026-04-07T17:08:59+00:00
e198649602366e8b,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/0190.JPEG,0190.JPEG,.jpeg,7334,e0d9d47793e0785aecd7508b9f554ee854b98ef5077ec03fbf5be328c3941ac7,True,275,183,1.5027322404371584,RGB,ffff3c1e0d464080,,2026-04-07T17:08:59+00:00
05c2b1004f010f1f,train,minor,01-minor,/Users/wangzhuoran/Desktop/COGS 109 project/training/01-minor/download.jpeg,download.jpeg,.jpeg,1779,eb2e9e9be09965f671542e9580e90cac2d8887186ff6ccd55d147e555ee62841,True,100,100,1.0,RGB,fffefcfc7c000000,,2026-04-07T17:08:59+00:00
57b958d0c9e53e48,heldout_test,severe,03-severe,/Users/wangzhuoran/Desktop/COGS 109 project/validation/03-severe/0056.JPEG,0056.JPEG,.jpeg,9545,f78738ffb889bd0798a122f80f0c0be68bc5f597959bfc57a32377e2c791091a,True,275,183,1.5027322404371584,RGB,faf1e0f002f2c000,,2026-04-07T17:08:59+00:00
